UniqueCount	AmbigCount
0	0
0	0
43	1662
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	36
0	0
0	0
0	3
0	0
0	23
17	32
0	237
0	124
0	17
0	0
40	145
0	6
0	51
0	0
0	0
0	0
2	136
0	119
4	14
0	0
34	176
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
115	26332
12181	88777
1862	152684
190	19018
0	0
8251	32789
56	5553
0	0
0	28
94	681
0	10
0	145
0	0
0	0
0	11
0	0
0	8
0	0
0	0
0	16
12	16
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	0
0	0
0	0
13	3
0	0
0	0
0	3
0	0
0	2
233	47
0	10
0	9
0	11
0	2
0	1
1	69
0	38
0	3
0	10
0	2
3	1
0	12
25	3
0	8
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1154
0	1196
0	1196
0	1196
0	1196
0	1196
0	1196
0	1196
0	1196
0	1154
0	0
0	0
0	0
0	0
0	0
0	0
77	4998
2222	15619
19	14259
0	0
0	3795
0	50
131	313
0	305
48	107
16	104
0	0
0	19
3	20
0	18
0	1
0	1
0	0
0	0
0	0
0	0
0	5
1	5
0	2
0	2
0	819
0	603
383	819
0	1
0	0
116	2071
0	2071
0	0
0	43
0	113
0	78
0	2
0	32
0	82
22	530
0	14
7	440
0	5
0	440
30	0
103	348
47	316
33	0
0	0
0	97
0	92
0	115
0	114
27	76
0	99
0	104
0	15
0	74
0	46
0	32
0	39
0	12
0	2
0	6
0	5
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	49
16	101
3	59
0	62
45	45
0	45
0	8
21	1464
0	1108
0	1312
19	730
0	560
0	302
6	260
165	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1062
0	1079
6	1127
27	765
14	879
18	696
0	652
0	126
0	554
0	407
0	96
0	170
0	155
0	160
0	152
0	0
0	34
0	21
0	87
4	0
0	0
0	0
0	2
0	1
0	2
0	2
0	1
0	2
0	0
0	0
14	389
0	344
6	240
0	227
0	4
0	27
0	50
0	3
7	60
0	40
0	5
0	21
0	0
44	251
0	67
0	16
0	157
0	102
4	898
0	1451
0	1454
0	1106
0	722
1	1537
0	278
0	1248
0	1107
38	913
6	502
4	965
0	1435
0	1101
0	967
0	1181
0	1313
0	357
0	174
2	106
0	946
0	188
0	276
0	309
4	177
0	229
1	385
0	19
0	113
8	491
0	231
6	265
