UniqueCount	AmbigCount
0	0
0	0
45	850
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	19
0	0
0	0
0	4
0	0
0	12
8	31
0	171
0	63
0	8
0	0
27	97
0	1
0	48
0	0
0	0
0	0
4	135
0	132
11	23
0	0
11	81
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
188	4092
7543	15962
303	129536
54	1909
0	0
13084	10232
47	1544
0	0
0	25
94	567
0	8
0	97
0	0
0	0
0	7
0	1
0	4
0	0
0	0
0	10
6	10
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	0
9	5
0	1
0	0
0	4
0	0
0	2
164	49
0	10
0	10
0	13
0	2
0	1
0	68
0	28
0	5
0	8
0	2
0	1
0	5
18	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	220
0	226
0	226
0	226
0	226
0	226
0	226
0	226
0	226
0	220
0	0
0	0
0	0
0	0
0	0
0	0
45	939
380	2820
25	2622
0	0
0	647
0	12
40	75
0	64
6	13
7	13
0	0
0	13
4	14
0	12
0	1
0	1
0	0
0	0
0	0
0	0
0	4
3	4
0	3
0	3
0	6442
0	4734
3256	6442
0	0
0	0
111	1682
0	1682
0	0
0	33
0	83
0	55
0	3
0	28
0	52
30	434
0	6
7	393
0	4
0	393
50	0
14	200
91	367
32	0
0	0
0	244
0	245
0	292
0	271
14	185
5	246
0	256
0	34
0	178
0	103
0	93
0	105
0	50
0	17
0	21
0	20
0	3
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
7	49
4	31
0	32
19	28
0	28
0	8
22	1701
0	1300
0	1514
6	840
4	662
0	334
1	333
180	0
0	0
0	0
0	0
0	0
0	0
0	0
1	813
0	839
12	864
26	513
1	500
4	452
0	407
0	67
0	362
0	292
0	69
0	110
0	97
0	69
0	68
0	0
0	17
0	16
0	45
10	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	0
5	373
0	336
4	210
0	216
0	3
0	23
0	43
0	0
6	69
0	37
0	4
0	25
0	0
26	161
0	34
0	7
0	84
0	80
0	990
0	1703
0	1703
0	1254
0	845
5	1800
0	328
0	1426
0	1254
29	1059
8	593
4	1102
0	1688
0	1250
0	1092
0	1343
0	1529
0	390
0	170
2	104
0	1105
0	196
0	313
0	365
3	223
0	265
6	485
0	22
0	137
4	614
0	284
2	338
0	464
0	422
