UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
29	2
30	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
2367	0
0	324
0	1699
3	286
9	1699
0	0
0	0
0	0
0	375
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	375
0	0
0	0
0	0
18	0
0	0
0	0
0	0
0	0
0	113
0	73
0	0
0	493
144	978
0	1034
0	688
0	18
0	248
13636	0
49353	346447
41	462
0	16473
389	1056
3627	1055
141	0
47	122
0	73
14654	346447
4	22
0	15
0	0
0	0
14	61
15	219
0	248
11979	0
0	0
0	0
109	0
46	0
0	0
0	0
0	0
10	4
6	28
22	18
0	0
214	1
814	6
0	0
51	4
534	64
0	81
1	34
0	8
0	15
0	0
0	99
0	0
0	0
0	0
376	1
2	269
0	0
0	0
0	0
15	1
45	0
118	0
0	17
0	0
0	5
27	0
0	296
0	45
0	3
0	35114
0	0
0	0
0	0
0	0
21	0
0	4758
0	0
0	0
0	0
0	0
0	0
0	106
0	47
0	0
0	0
0	0
0	11
0	0
0	0
0	0
8	0
0	37
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	28
0	0
0	44
0	0
0	0
125	0
0	0
0	0
0	296
0	0
0	35114
0	0
0	0
0	17
7	27
0	0
0	0
0	4758
0	5
0	0
0	0
0	0
0	0
0	232
0	0
0	0
77	0
