UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0
12	0
77	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
3609	0
0	465
0	2240
9	406
12	2240
0	0
0	0
0	0
0	525
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	525
0	0
0	0
0	0
16	0
0	0
0	0
0	0
0	0
0	103
0	84
0	0
0	467
174	799
0	801
0	541
1	3
0	212
12070	0
40801	268983
40	431
0	22655
419	733
2351	732
154	0
51	148
0	84
6886	268983
0	9
0	6
0	0
0	0
0	48
17	216
0	212
11321	0
0	0
0	0
62	0
22	0
0	0
0	0
0	0
18	5
5	34
83	46
1	0
167	0
679	5
0	0
13	3
372	48
0	83
0	16
0	15
0	27
0	0
0	67
0	0
0	0
0	0
374	1
0	223
0	0
0	0
0	0
17	0
70	0
24	0
0	28
0	0
0	24
17	0
0	91
0	47
0	5
0	37968
0	0
0	0
0	0
0	0
25	0
0	5309
0	2
0	0
0	0
0	0
0	0
0	42
0	73
0	0
0	0
0	0
0	35
0	0
0	0
0	0
80	0
0	57
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	44
0	0
0	57
0	0
0	0
109	0
0	0
0	0
0	91
0	0
0	37968
0	0
0	0
0	28
17	43
0	0
0	0
0	5309
6	24
0	0
0	0
0	0
0	0
0	62
0	0
0	0
45	0
0	0
