UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
21	1
58	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
13930	0
0	88
0	622
4	77
3	622
0	0
0	0
0	0
0	99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	99
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	115
0	88
0	0
0	323
795	1248
0	918
0	544
0	0
0	220
12325	0
31897	226171
1	289
0	20010
359	696
2387	695
761	1
36	307
0	88
8481	226171
34	65
0	62
0	0
0	0
1	155
10	368
0	220
15472	0
0	0
0	0
124	0
48	0
0	0
0	0
0	0
13	2
31	114
1	2
63	0
182	0
857	5
0	0
56	8
277	37
0	110
2	23
0	10
0	28
0	0
0	112
0	0
0	0
0	0
300	0
2	305
0	0
0	0
0	0
13	3
81	0
10	0
0	36
0	0
0	8
11	0
0	89
0	82
0	31
0	44084
0	0
0	0
0	0
0	0
14	0
0	3654
0	5
0	0
0	0
0	0
0	0
0	115
0	76
0	0
0	0
0	0
0	33
0	0
0	0
0	0
28	0
0	256
0	0
17	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
437	305
0	0
0	280
0	0
0	0
413	0
0	0
0	0
0	89
0	0
0	44084
0	0
0	0
0	36
27	299
1	0
0	0
0	3654
4	8
0	0
0	0
0	0
0	0
0	197
0	0
0	0
26	0
0	0
