UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	0
30	2
30	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
13878	0
0	122
0	729
2	101
12	729
0	0
0	0
0	0
0	83
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	83
0	0
0	0
0	0
36	0
0	0
0	0
0	0
0	0
0	85
0	92
0	0
0	294
802	1179
0	832
0	520
0	80
0	124
10743	0
26107	169553
22	270
0	28974
375	973
3265	972
972	0
58	335
0	92
3430	169553
18	48
0	47
0	0
0	0
118	263
17	315
1	124
15602	0
0	0
0	0
110	0
34	0
0	0
0	0
0	0
9	3
49	165
3	3
46	0
146	0
1284	7
0	0
104	13
224	33
0	87
4	18
0	13
0	30
0	0
0	107
0	0
0	0
0	0
321	0
2	281
0	0
0	0
0	0
14	1
42	0
30	0
0	28
0	0
0	13
21	0
0	185
0	77
0	20
0	31145
0	0
0	0
0	0
0	0
20	0
0	3567
0	5
0	0
0	0
0	0
0	0
0	107
0	73
0	0
0	0
0	0
0	25
0	0
0	0
0	0
98	0
0	218
0	0
14	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
235	143
0	0
0	246
0	0
0	0
417	0
0	0
0	0
0	185
0	0
0	31145
0	0
0	0
0	28
10	138
0	0
0	0
0	3567
5	13
0	0
0	0
0	1
0	0
0	162
0	0
0	0
43	0
0	0
