UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
24	0
35	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
11676	0
0	149
0	827
2	125
2	827
0	0
0	0
0	0
0	103
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	103
0	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	145
0	68
0	0
0	441
1076	1667
0	1064
0	681
0	606
0	153
13901	0
51351	338641
4	389
0	28631
539	802
2674	802
1553	0
41	462
0	68
9006	338641
25	65
0	63
0	0
0	0
998	1043
12	425
0	153
12932	0
0	0
0	0
84	0
48	0
0	0
0	0
0	0
9	3
26	94
6	2
1	0
169	1
894	9
0	0
75	8
277	43
0	81
2	18
0	4
0	6
0	0
0	133
0	0
0	0
0	0
382	1
0	247
0	0
0	0
0	0
21	1
76	0
5	0
0	10
0	0
0	22
14	0
0	129
0	73
0	25
0	40495
0	0
0	0
0	0
0	0
6	0
0	4429
0	4
0	0
0	0
0	0
0	0
0	110
0	49
0	0
0	0
0	0
0	19
0	0
0	0
0	0
51	1
0	255
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
280	197
0	0
0	279
0	0
0	0
579	0
0	0
0	0
0	129
0	0
0	40495
0	0
0	0
0	10
15	194
0	0
0	0
0	4429
7	22
0	0
0	0
0	0
0	0
0	131
0	0
0	0
46	0
