UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	0
23	1
49	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
12697	0
0	112
0	681
2	99
4	681
0	0
0	0
0	0
0	120
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	120
0	0
0	0
0	0
23	0
0	0
0	0
0	0
0	0
0	164
0	77
0	0
1	397
996	1320
0	929
0	594
0	40
0	267
11682	0
29391	195992
12	354
0	22202
676	657
1882	657
717	0
48	303
0	77
5347	195992
44	124
0	119
0	0
0	0
45	229
14	439
0	267
11347	0
0	0
0	0
68	0
64	0
0	0
0	0
0	0
17	5
28	117
26	15
1	0
138	1
863	9
0	0
32	3
209	37
0	217
2	36
0	7
0	18
0	0
0	126
0	0
0	0
0	0
333	0
1	287
0	0
0	0
0	0
19	0
30	0
16	0
0	18
0	0
0	18
19	0
0	159
0	53
0	48
0	29142
0	0
0	0
0	0
0	0
4	0
0	4543
0	5
0	0
0	0
0	0
0	0
0	55
0	88
0	0
0	0
0	0
0	33
0	0
0	0
0	0
18	1
0	182
0	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
749	451
0	0
0	203
0	0
0	0
382	0
0	0
0	0
0	159
0	0
0	29142
0	0
0	0
0	18
19	446
0	0
0	0
0	4543
4	18
0	0
0	0
0	0
0	0
0	217
0	0
0	0
70	0
0	0
