UniqueCount	AmbigCount
0	0
0	0
31	1826
0	6
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	9
0	0
0	0
0	1
0	0
0	7
12	33
0	200
0	64
0	14
0	0
227	807
0	33
0	68
0	0
0	0
0	0
1	156
0	142
6	10
0	0
6	115
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142	21264
9039	89670
1716	107730
95	10542
0	0
10808	39430
38	5614
0	0
0	29
96	703
0	8
0	807
0	0
0	0
0	34
0	0
0	28
0	0
0	0
0	55
58	55
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	29
0	0
0	0
0	0
11	3
0	3
0	0
0	0
0	0
0	3
269	90
0	28
0	28
0	32
0	12
0	6
1	123
0	60
0	9
0	20
0	3
9	5
0	15
22	1
0	4
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1280
0	1316
0	1316
0	1316
0	1316
0	1316
0	1316
0	1316
0	1316
0	1280
0	0
0	0
0	0
0	0
0	0
0	0
23	5381
2409	17298
35	15738
0	0
0	4285
0	57
185	327
0	290
28	66
12	80
0	0
0	15
3	16
0	16
0	1
0	3
0	0
0	0
0	0
0	0
0	8
5	8
0	3
0	3
0	1176
0	854
537	1176
0	0
0	0
90	1470
0	1470
0	0
0	42
0	71
0	44
0	2
0	30
0	59
32	416
0	9
5	104
0	2
0	104
30	0
26	91
1	60
21	0
0	0
0	131
0	132
0	142
0	155
22	102
5	132
0	127
0	15
0	94
0	62
0	42
0	44
0	19
0	7
0	10
0	8
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	41
15	99
3	62
0	63
34	54
0	54
0	10
30	2175
0	1585
0	1905
17	1041
4	818
0	408
2	405
171	0
0	0
0	0
0	0
0	0
0	0
0	0
3	819
0	829
8	875
35	517
0	477
4	448
0	396
0	90
0	334
0	265
0	51
0	95
0	105
0	48
0	50
0	0
0	12
0	18
0	44
6	0
0	0
0	0
0	4
0	3
0	4
0	4
0	0
0	4
0	0
0	2
11	404
0	374
2	223
0	251
0	0
0	36
0	60
0	3
13	95
0	57
0	6
0	19
0	0
47	247
0	80
0	17
0	162
0	91
3	957
0	1663
0	1663
0	1218
0	832
0	1757
0	339
0	1370
0	1217
21	1028
6	544
4	1048
0	1651
0	1211
0	1048
0	1297
0	1476
0	371
0	161
3	105
3	1077
0	182
0	276
0	347
1	194
0	249
5	486
0	17
0	129
2	610
0	267
